category,value_name,recent_item,type,registry_path
General,75,stage-2-malicious-module-timestamp | 瑳条ⵥⴲ慭楬楣畯⵳潭畤敬琭浩獥慴灭⠠⤲氮歮 |  뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,113,Deception-Strategy | 敄散瑰潩⵮瑓慲整祧氮歮 | ^ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,136,stage-3-exported-function | 瑳条ⵥⴳ硥潰瑲摥昭湵瑣潩⁮㈨⸩湬kt 뻯 | stage-3-exported-function (2),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,32,spareprocess-viewer | 獭瀭潨潴獳慰敲牰捯獥⵳楶睥牥⠠㠵⸩湬k | ms-photosspareprocess-viewer (58),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,58,challenge3 | 档污敬杮㍥氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,122,app-1.0.9243.7z | 灡⵰⸱⸰㈹㌴氮歮 | R 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,96,Strings.zip | 瑓楲杮⹳湬kH 뻯 | Strings,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,109,strings.txt | 瑳楲杮⁳㈨⸩湬kP 뻯 | strings (2),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,127,app-1.0.9243 | 灡⵰⸱⸰㈹㌴⠠⤲氮歮 | Z 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,132,a245ade4-851f-4e47-8d4e-be53d1b81cd4-1784201538.zip | ㉡㔴摡㑥㠭ㄵⵦ攴㜴㠭㑤ⵥ敢㌵ㅤ㡢挱㑤ㄭ㠷㈴㄰㌵⸸湬k 뻯 | a245ade4-851f-4e47-8d4e-be53d1b81cd4-1784201538,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,69,Key_7-Zip_Values_Export.json | 敋役ⴷ楚彰慖畬獥䕟灸牯⹴獪湯氮歮 | r 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,40,NTUSER.DAT | 呎单剅䐮呁氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,55,ntuser.dat.LOG1 | 瑮獵牥搮瑡䰮䝏⸱湬kX 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,91,vmarr | 浶牡⹲湬kD 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,95,NTUSER.DAT_clean | 呎单剅䐮呁损敬湡氮歮 | Z 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,52,a25422a4-819f-46c2-9d46-2536deb0cca9-1784822421.zip | ㉡㐵㈲㑡㠭㤱ⵦ㘴㉣㤭㑤ⴶ㔲㘳敤ぢ捣㥡ㄭ㠷㠴㈲㈴⸱湬k 뻯 | a25422a4-819f-46c2-9d46-2536deb0cca9-1784822421,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,68,AUFA_Practice | 啁䅆偟慲瑣捩⹥湬kT 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,22,templates | 整灭慬整⹳湬kL 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,48,Documents | 潄畣敭瑮⹳湬kL 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,35,Python-From-Zero-To-Hero | 祐桴湯䘭潲⵭敚潲吭ⵯ效潲氮歮 | j 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,102,cas | 慣⹳湬k@ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,97,Forensics | 潆敲獮捩⹳湬kL 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,144,The Ash-Binder Signature | 桔⁥獁⵨楂摮牥匠杩慮畴敲氮歮 | j 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,64,linux_sys_updater | 楬畮彸祳彳灵慤整⁲㈨⸩湬kd 뻯 | linux_sys_updater (2),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,86,pyinstxtractor.py | 祰湩瑳瑸慲瑣牯瀮⹹湬k\ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,92,finding | 楦摮湩⹧湬kH 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,76,client.py | 汣敩瑮瀮⹹湬kL 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,80,linux_sys_updater_extracted | 楬畮彸祳彳灵慤整彲硥牴捡整⹤湬kp 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,82,Crpto | 牃瑰⹯湬kD 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,124,a254c951-36b6-427d-89e9-6a567dccdeb0-1784850384.zip | ㉡㐵㥣ㄵ㌭戶ⴶ㈴搷㠭改ⴹ愶㘵搷捣敤ぢㄭ㠷㠴〵㠳⸴湬k 뻯 | a254c951-36b6-427d-89e9-6a567dccdeb0-1784850384,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,118,a245b654-8b8d-4bd1-9723-2219522dd136-1784202954.zip | ㉡㔴㙢㐵㠭㡢ⵤ戴ㅤ㤭㈷ⴳ㈲㤱㈵搲ㅤ㘳ㄭ㠷㈴㈰㔹⸴湬k 뻯 | a245b654-8b8d-4bd1-9723-2219522dd136-1784202954,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,149,crypto_false_witness | 牣灹潴晟污敳睟瑩敮獳氮歮 | b 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,60,a252eda0-b568-4641-aaff-5591e270bec1-1784770577.zip | ㉡㈵摥ち戭㘵ⴸ㘴ㄴ愭晡ⵦ㔵ㄹ㉥〷敢ㅣㄭ㠷㜴〷㜵⸷湬k 뻯 | a252eda0-b568-4641-aaff-5591e270bec1-1784770577,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,21,index.html | 湩敤⹸湬kD 뻯 | index,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,135,New folder | 敎⁷潦摬牥⠠⤳氮歮 | V 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,61,a24bbed1-e535-4345-a5a7-ed8095c82f87-1784710179.zip | ㉡戴敢ㅤ攭㌵ⴵ㌴㔴愭愵ⴷ摥〸㔹㡣昲㜸ㄭ㠷㜴〱㜱⸹湬k 뻯 | a24bbed1-e535-4345-a5a7-ed8095c82f87-1784710179,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,140,AI-ML | 䥁䴭⹌湬kD 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,51,1-Mement0.png | ⴱ敍敭瑮⸰湬kL 뻯 | 1-Mement0,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,38,Splash_Screen.png | 灓慬桳卟牣敥⁮㈨⸩湬k\ 뻯 | Splash_Screen (2),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,105,WhatsApp Image 2026-04-30 at 7.50.38 PM.jpeg | 桗瑡䅳灰䤠慭敧㈠㈰ⴶ㐰㌭‰瑡㜠㔮⸰㠳倠⹍湬k 뻯 | WhatsApp Image 2026-04-30 at 7.50.38 PM,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,37,Windows_Registry_Forensics_Tool | 楗摮睯彳敒楧瑳祲䙟牯湥楳獣呟潯⁬㈨⸩湬k 뻯 | Windows_Registry_Forensics_Tool (2),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,141,per.png | 数⹲湬k@ 뻯 | per,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,25,Python Learning | 祐桴湯䰠慥湲湩⹧湬kX 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,50,profile_pictures.png | 牰景汩彥楰瑣牵獥氮歮 | Z 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,72,profile_image.png | 牰景汩彥浩条⹥湬kT 뻯 | profile_image,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,84,fitimage.jpg | 楦楴慭敧氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,41,Profile | 牐景汩⹥湬kH 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,49,NCERT-Task-03-File-Analysi | 䍎剅ⵔ慔歳〭ⴳ楆敬䄭慮祬楳氮歮 | n 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,34,Notes | 潎整⁳㈨⸩湬kL 뻯 | Notes (2),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,137,1c7f0f70-73d1-4abe-9af9-fffc432ad0bc.png | 挱昷昰〷㜭搳ⴱ愴敢㤭晡ⴹ晦捦㌴愲つ换氮歮 |  뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,45,Digital Forensics Internship Help_files | 楄楧慴⁬潆敲獮捩⁳湉整湲桳灩䠠汥彰楦敬⹳湬k 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,107,Digital Forensics Internship Help.html | 楄楧慴⁬潆敲獮捩⁳湉整湲桳灩䠠汥⹰湬k | Digital Forensics Internship Help,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,148,task 4.png | 慴歳㐠氮歮 | F 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,43,SP26- AFTERNOON MIDTERM RESULTS.pdf | 偓㘲‭䙁䕔乒住⁎䥍呄剅⁍䕒啓呌⹓湬kx 뻯 | SP26- AFTERNOON MIDTERM RESULTS,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,33,Articture.png | 牁楴瑣牵⹥湬kL 뻯 | Articture,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,78,New Volume (D:) | 敎⁷潖畬敭⠠⥄⠠⤲氮歮 | ^ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,94,Certifacate | 敃瑲晩捡瑡⹥湬kP 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,65,Digital_Forensics_Weekly_Tasks.pdf | 楄楧慴彬潆敲獮捩彳敗步祬呟獡獫氮歮 | v 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,89,Task All | 慔歳䄠汬氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,24,WindowsRegistryForensicAnalyzer | 楗摮睯剳来獩牴䙹牯湥楳䅣慮祬敺⹲湬kx 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,83,Certificate-CyberEyeCHFI | 敃瑲晩捩瑡ⵥ祃敢䕲敹䡃䥆⠠⤲氮歮 | r 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,120,?source=HotKey | 獭猭牣敥据楬⵰ⴭ潳牵散䠽瑯敋⁹㘨⤸氮歮 | ~ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,93,Group10_Week4_Windows_Artefacts_CheatSheet_Report.pdf | 片畯ㅰ弰敗步弴楗摮睯彳牁整慦瑣彳桃慥却敨瑥剟灥牯⁴㈨⸩湬k¤ 뻯 | Group10_Week4_Windows_Artefacts_CheatSheet_Report (2),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,36,registry_scan_report_1785661422480.json | 敲楧瑳祲獟慣彮敲潰瑲ㅟ㠷㘵ㄶ㈴㐲〸樮潳⹮湬k 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,71,dashboard.png | 慤桳潢牡⹤湬kL 뻯 | dashboard,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,77,䥕氮歮 | > 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,131,recent_docs_20260801_083615.csv | 敲散瑮摟捯彳〲㘲㠰㄰た㌸ㄶ⸵獣⹶湬kx 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,70,usb_devices_20260801_083615.csv | 獵形敤楶散彳〲㘲㠰㄰た㌸ㄶ⸵獣⹶湬kx 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,110,runmru_20260801_083615.csv | 畲浮畲㉟㈰〶〸弱㠰㘳㔱挮癳氮歮 | n 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,142,output | 畯灴瑵氮歮 | F 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,74,Windows_Registry_Forensics_Tool | 楗摮睯彳敒楧瑳祲䙟牯湥楳獣呟潯⹬湬kx 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,53,comman_registry.py | 潣浭湡牟来獩牴⹹祰氮歮 | ^ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,130,comman_reg.png | 潣浭湡牟来氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,12,Week1.png | 敗步⸱湬kD 뻯 | Week1,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,99,system_info.png | 祳瑳浥楟普⹯湬kP 뻯 | system_info,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,114,startup_program.png | 瑳牡畴彰牰杯慲⹭湬kX 뻯 | startup_program,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,98,install_software.png | 湩瑳污彬潳瑦慷敲氮歮 | Z 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,123,user_activity.png | 獵牥慟瑣癩瑩⹹湬kT 뻯 | user_activity,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,59,usb_device.png | 獵形敤楶散氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,104,main_py.png | 慭湩灟⹹湬kH 뻯 | main_py,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,88,json_export.png | 獪湯敟灸牯⹴湬kP 뻯 | json_export,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,143,cv_export.png | 癣敟灸牯⹴湬kL 뻯 | cv_export,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,27,Digital_Forensics_Weekly_Tasks.pdf | 楄楧慴彬潆敲獮捩彳敗步祬呟獡獫⠠⤲氮歮 | ~ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,23,xref-WindowsRegistryForensicAnalyzer.html | 牸晥圭湩潤獷敒楧瑳祲潆敲獮捩湁污穹牥氮歮 |  뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,19,dashboard.png | 慤桳潢牡⁤㈨⸩湬kT 뻯 | dashboard (2),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,3,registry | 敲楧瑳祲氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
