category,value_name,recent_item,type,registry_path
General,5,VISUAL PROGRAMMING (SEVP-365) Lecture 8.pdf | 䥖啓䱁倠佒則䵁䥍䝎†匨噅ⵐ㘳⤵䰠捥畴敲㠠氮歮 |  뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,30,VISUAL PROGRAMMING (SEVP-365) Lecture 10.pdf | 䥖啓䱁倠佒則䵁䥍䝎†匨噅ⵐ㘳⤵䰠捥畴敲ㄠ⸰湬k 뻯 | VISUAL PROGRAMMING (SEVP-365) Lecture 10,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,37,MAD GUIDE - FINALS.pdf | 䅍⁄啇䑉⁅‭䥆䅎卌氮歮 | ^ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,38,LabExamFinal_Imtiaz_Ali(FL23837).pdf | 慌䕢慸䙭湩污䥟瑭慩彺汁⡩䱆㌲㌸⤷氮歮 | z 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,40,"Lecture 13,14.pdf | 敌瑣牵⁥㌱ㄬ⸴湬kT 뻯 | Lecture 13,14",REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,12,"Lecture 15,16.pdf | 敌瑣牵⁥㔱ㄬ⸶湬kT 뻯 | Lecture 15,16",REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,14,"Lecture 17, 18.pdf | 敌瑣牵⁥㜱‬㠱氮歮 | V 뻯",REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,34,quit | 獭整浡捳湡牡煹極⹴湬k\ 뻯 | msteamscanaryquit,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,43,?productid=XP9KHM4BK9FZ7Q&ocid=windows-search-store&wsbtoken=7c6f493adbc941e3a37185b4cf3bdee6 | 獭眭湩潤獷猭潴敲ⴭ摰⵰牰摯捵楴㵤偘䬹䵈䈴㥋婆儷漦楣㵤楷摮睯⵳敳牡档猭潴敲眦扳潴敫㵮挷昶㤴愳扤㥣ㄴ㍥㍡ㄷ㔸㑢晣戳敤㙥氮歮 | Ğ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,45,ReleaseNotes.html | 敒敬獡乥瑯獥氮歮 | R 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,46,Git | 楇⹴湬k@ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,49,Codeing | 潃敤湩⹧湬kH 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,47,Projects | 牐橯捥獴氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,50,AUFA_Backend | 啁䅆䉟捡敫摮氮歮 | R 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,41,SquirrelSetup.log | 煓極牲汥敓畴⹰湬kT 뻯 | SquirrelSetup,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,42,SquirrelTemp | 煓極牲汥敔灭氮歮 | R 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,54,fitimage.jpg | 楦楴慭敧氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,58,first.py | 楦獲⹴祰氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,4,Downloads | 潄湷潬摡⹳湬kL 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,59,Collected_Artifacts.zip | 潃汬捥整彤牁楴慦瑣⹳湬k` 뻯 | Collected_Artifacts,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,61,Autopsy_Cases | 畁潴獰役慃敳⹳湬kT 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,15,Autopsy | 畁潴獰⹹湬kH 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,23,report | 敲潰瑲氮歮 | F 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,48,E:\ | 䅄䅔䐭楲敶⠠⥅氮歮 | V 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,71,Autopsy Forensic Report for case Windows_User_Activity_Forensics.html | 畁潴獰⁹潆敲獮捩删灥牯⁴潦⁲慣敳圠湩潤獷啟敳彲捁楴楶祴䙟牯湥楳獣氮歮 | º 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,72,rport | 灲牯⹴湬kD 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,74,Win11_25H2_English_x64_v2.iso | 楗ㅮ弱㔲㉈䕟杮楬桳硟㐶癟⸲湬kl 뻯 | Win11_25H2_English_x64_v2,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,73,Soft | 潓瑦氮歮 | B 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,75,Group10_Week1_Task10.docx | 片畯ㅰ弰敗步弱慔歳〱搮捯⹸湬kl 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,77,Group10_Week1_Task10.pdf | 片畯ㅰ弰敗步弱慔歳〱氮歮 | b 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,17,Digital-Forensics-Internship---2026-NCERT-ISB- | 楄楧慴⵬潆敲獮捩⵳湉整湲桳灩ⴭ㈭㈰ⴶ䍎剅ⵔ卉ⵂ氮歮 |  뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,78,Day3_Regex | 慄㍹剟来硥氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,1,kglcheck/ | 獭札浡湩潧敶汲祡ⴭ杫捬敨正⸭湬kp 뻯 | ms-gamingoverlay--kglcheck-,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,2,ms-gamingoverlay:/// | 獭札浡湩潧敶汲祡ⴭ⸭湬k` 뻯 | ms-gamingoverlay---,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,80,RoadeMap | 潒摡䵥灡氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,52,Phase2_Practice | 桐獡㉥偟慲瑣捩⹥湬kX 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,60,Coding | 潃楤杮氮歮 | F 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,85,data | 慤慴氮歮 | B 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,84,event_logs | 癥湥彴潬獧氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,97,.gitkeep | 朮瑩敫灥氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,99,Security.evtx | 敓畣楲祴氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,100,System.evtx | 祓瑳浥氮歮 | F 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,86,raw | 慲⹷湬k@ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,94,system_log.xml | 祳瑳浥江杯氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,95,.gitignore.txt | 朮瑩杩潮敲氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,102,In-vehicle High Power IMSI Catcher.pdf | 湉瘭桥捩敬䠠杩⁨潐敷⁲䵉䥓䌠瑡档牥氮歮 | ~ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,56,In-vehicle High Power IMSI Catcher_files | 湉瘭桥捩敬䠠杩⁨潐敷⁲䵉䥓䌠瑡档牥晟汩獥氮歮 |  뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,104,AUFA_Real_Backend | 啁䅆剟慥彬慂正湥⹤湬k\ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,57,NAS Module.pdf | 䅎⁓潍畤敬氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,13,Imtiaz | 浉楴穡氮歮 | F 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,44,.gitignore | 朮瑩杩潮敲⠠⤲氮歮 | V 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,69,event_log_parser.py | 癥湥彴潬彧慰獲牥瀮⹹湬k` 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,36,splashscreen.png | 灳慬桳捳敲湥氮歮 | R 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,33,githubteamflow.png | 楧桴扵整浡汦睯氮歮 | V 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,39,Member1RoadMap.png | 敍扭牥刱慯䵤灡氮歮 | V 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,82,Dashboard.png | 慄桳潢牡⹤湬kL 뻯 | Dashboard,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,11,Workflow.png | 潗歲汦睯氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,67,undestand windows events viewer.png | 湵敤瑳湡⁤楷摮睯⁳癥湥獴瘠敩敷⹲湬kx 뻯 | undestand windows events viewer,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,108,AUFA Event Module flow.png | 啁䅆䔠敶瑮䴠摯汵⁥汦睯氮歮 | f 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,51,mcp_controller_py.png | 捭彰潣瑮潲汬牥灟⹹湬k\ 뻯 | mcp_controller_py,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,63,function_undestanding_of_event_log_parser_pt.png | 畦据楴湯畟摮獥慴摮湩彧景敟敶瑮江杯灟牡敳彲瑰氮歮 |  뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,103,undestand get_user_login_events(events).png | 湵敤瑳湡⁤敧彴獵牥江杯湩敟敶瑮⡳癥湥獴⸩湬k 뻯 | undestand get_user_login_events(events),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,109,How get_latest_login_event()works.png | 潈⁷敧彴慬整瑳江杯湩敟敶瑮潷歲⹳湬kx 뻯 | How get_latest_login_eventworks,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,64,Events_Modules | 癅湥獴䵟摯汵獥氮歮 | V 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,16,Notes | 潎整⹳湬kD 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,101,Week1_Day2.png | 敗步弱慄㉹氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,105,Week1_Day3.png | 敗步弱慄㍹氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,70,Week1_Day4.png | 敗步弱慄㑹氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,68,Week1_Day5.png | 敗步弱慄㕹氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,81,WhatsApp Image 2026-07-11 at 8.51.31 PM.jpeg | 桗瑡䅳灰䤠慭敧㈠㈰ⴶ㜰ㄭ‱瑡㠠㔮⸱ㄳ倠⹍湬k 뻯 | WhatsApp Image 2026-07-11 at 8.51.31 PM,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,35,CompleteRoadMap.png | 潃灭敬整潒摡慍⹰湬kX 뻯 | CompleteRoadMap,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,106,Member1RoadMap_updated.png | 敍扭牥刱慯䵤灡畟摰瑡摥氮歮 | f 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,31,RoadMap | 潒摡慍⹰湬kH 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,65,windows registry road map.png | 楷摮睯⁳敲楧瑳祲爠慯⁤慭⹰湬kl 뻯 | windows registry road map,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,66,Week1.png | 敗步⸱湬kD 뻯 | Week1,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,83,Week1_Day1.png | 敗步弱慄ㅹ氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,55,Registry_Module | 敒楧瑳祲䵟摯汵⹥湬kX 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,18,AUFA_Practice | 啁䅆偟慲瑣捩⹥湬kT 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,93,security_log.xml | 敳畣楲祴江杯氮歮 | R 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,87,exported | 硥潰瑲摥氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,6,system32 | 祳瑳浥㈳氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,7,In-vehicle High Power IMSI Catcher.html | 湉瘭桥捩敬䠠杩⁨潐敷⁲䵉䥓䌠瑡档牥⠠⤲氮歮 |  뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,107,a254cae9-4b86-4241-8798-ca8e15ef62ae-1784857532.zip | ㉡㐵慣㥥㐭㡢ⴶ㈴ㄴ㠭㤷ⴸ慣攸㔱晥㈶敡ㄭ㠷㠴㜵㌵⸲湬k 뻯 | a254cae9-4b86-4241-8798-ca8e15ef62ae-1784857532,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,112,capture.pcap | 慣瑰牵⹥湬kH 뻯 | capture,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,113,forensics_remnant | 潦敲獮捩彳敲湭湡⁴㈨⸩湬kd 뻯 | forensics_remnant (2),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,110,forensics_remnant.zip | 潦敲獮捩彳敲湭湡⹴湬k\ 뻯 | forensics_remnant,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,114,forensics_decryption_strategy.zip | 潦敲獮捩彳敤牣灹楴湯獟牴瑡来⹹湬kt 뻯 | forensics_decryption_strategy,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,115,ProcessMonitor.zip | 牐捯獥䵳湯瑩牯氮歮 | V 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,116,log | 潬⹧湬k@ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,62,Desktop | 敄歳潴⹰湬kH 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,117,Logfile.PML | 潌晧汩⹥䵐⹌湬kP 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,53,New folder | 敎⁷潦摬牥氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,119,Logfile.zip | 潌晧汩⹥湬kH 뻯 | Logfile,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,120,logfie.PML.zip | 潬晧敩倮䱍氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,111,RegistryExplorer.zip | 敒楧瑳祲硅汰牯牥氮歮 | Z 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,121,C.zip | ⹃湬k< 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,122,network.pcap | 敮睴牯⹫湬kH 뻯 | network,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,118,forensics_decryption_strategy (1) | 潦敲獮捩彳敤牣灹楴湯獟牴瑡来⁹ㄨ⸩湬k,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,123,foresnics_harvesting_severed_threads.zip | 潦敲湳捩彳慨癲獥楴杮獟癥牥摥瑟牨慥獤氮歮 |  뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,127,capture.pcapng | 慣瑰牵⁥㈨⸩湬kP 뻯 | capture (2),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,125,dev_disk.img | 敤彶楤歳氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,129,memory.elf | 敭潭祲攮晬氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,126,foresnics_harvesting_severed_threads | 潦敲湳捩彳慨癲獥楴杮獟癥牥摥瑟牨慥獤⠠⤲氮歮 |  뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,128,dev_disk.zip | 敤彶楤歳⠠⤲氮歮 | R 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,130,memory.zip | 敭潭祲氮歮 | F 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,132,init_.py.txt | 湩瑩⹟祰氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,134,hive_loader.py.txt | 楨敶江慯敤⹲祰氮歮 | V 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,135,test_hive_loader.py.txt | 整瑳桟癩彥潬摡牥瀮⹹湬k` 뻯 | test_hive_loader.py,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,133,registry_parser | 敲楧瑳祲灟牡敳⹲湬kX 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,138,SYSTEM.txt | 奓呓䵅⠠⤲氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,139,SIFTWARE.txt | 䥓呆䅗䕒氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,136,NTUSER.DAT.txt | 呎单剅䐮呁氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,137,samples | 慳灭敬⹳湬kH 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,143,__init__.py.txt | 彟湩瑩彟瀮⹹湬kP 뻯 | __init__.py,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,144,common_reader.py.txt | 潣浭湯牟慥敤⹲祰氮歮 | Z 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,145,system_info.py.txt | 祳瑳浥楟普⹯祰氮歮 | V 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,96,New Text Document.txt | 敎⁷敔瑸䐠捯浵湥⹴湬k\ 뻯 | New Text Document,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,146,v.txt | ⹶湬k< 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,147,usb_devices.py.txt | 獵形敤楶散⹳祰氮歮 | V 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,141,user_activity.py.txt | 獵牥慟瑣癩瑩⹹祰氮歮 | Z 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,88,userassist.py.txt | 獵牥獡楳瑳瀮⹹湬kT 뻯 | userassist.py,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,76,live_registry | 楬敶牟来獩牴⹹湬kT 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,142,backend | 慢正湥⹤湬kH 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,148,json_export.py.txt | 獪湯敟灸牯⹴祰氮歮 | V 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,90,csv_export.py.txt | 獣彶硥潰瑲瀮⹹湬kT 뻯 | csv_export.py,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,89,reports | 敲潰瑲⹳湬kH 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,91,main.py.txt | 慭湩瀮⹹湬kH 뻯 | main.py,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,79,Windows_Registry_Forensics_Tool | 楗摮睯彳敒楧瑳祲䙟牯湥楳獣呟潯⹬湬kx 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,92,requirements.txt.txt | 敲畱物浥湥獴琮瑸氮歮 | Z 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,10,README.md.txt | 䕒䑁䕍洮⹤湬kL 뻯 | README.md,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,98,output | 畯灴瑵氮歮 | F 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,0,?source=HotKey | 獭猭牣敥据楬⵰ⴭ潳牵散䠽瑯敋⁹ㄨ⤰氮歮 | ~ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,19,system-initiated | 獭整浡獳獹整⵭湩瑩慩整⁤㈨⸩湬kp 뻯 | msteamssystem-initiated (2),REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,131,redirect | 瑨灴ⴭ睷⹷獭瑦潣湮捥瑴獥⹴潣⵭敲楤敲瑣⠠⤸氮歮 |  뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
General,124,?source=HotKey | 獭猭牣敥据楬⵰ⴭ潳牵散䠽瑯敋⁹ㄨ⤰氮歮 | ~ 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs
.docx,0,Group10_Week1_Task10.docx | 片畯ㅰ弰敗步弱慔歳〱搮捯⹸湬kl 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.docx
.elf,0,memory.elf | 敭潭祲攮晬氮歮 | N 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.elf
.evtx,0,Security.evtx | 敓畣楲祴氮歮 | J 뻯,REG_BINARY,Software\Microsoft\Windows\CurrentVersion\Explorer\RecentDocs\.evtx
