name,version,publisher,install_date,install_location,uninstall_string,registry_root,registry_view,registry_path
Update for Microsoft Office 2016 (KB4011218) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{3AF87AAA-17AE-4BD0-AAC6-86BA5DF1115E}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{3AF87AAA-17AE-4BD0-AAC6-86BA5DF1115E}
Update for Microsoft Office 2016 (KB4011732) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{3C3547B7-61D4-41C8-B8EA-36DB5CA6C51A}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{3C3547B7-61D4-41C8-B8EA-36DB5CA6C51A}
Definition Update for Microsoft Office 2016 (KB3115407) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{3DBF9257-2612-4385-BCE3-E9D4C41CC8CB}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{3DBF9257-2612-4385-BCE3-E9D4C41CC8CB}
Update for Microsoft Office 2016 (KB3115276) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{45610767-EC8C-44CD-9001-6845F626FCD5}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{45610767-EC8C-44CD-9001-6845F626FCD5}
Update for Microsoft Office 2016 (KB2920684) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{4D4432EE-ECE1-42CA-8B93-0916170C8252}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{4D4432EE-ECE1-42CA-8B93-0916170C8252}
Security Update for Microsoft Office 2016 (KB4011185) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{4EAC16BA-08BE-44DE-AD3D-4FF4C309CCFE}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{4EAC16BA-08BE-44DE-AD3D-4FF4C309CCFE}
Update for Microsoft Excel 2016 (KB4011684) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{50C9E272-CDFC-415E-AC04-9F35B50DA959}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{50C9E272-CDFC-415E-AC04-9F35B50DA959}
Update for Microsoft Office 2016 (KB3141457) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{53515168-F906-4C7C-8038-9EF0CEBC6EB5}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{53515168-F906-4C7C-8038-9EF0CEBC6EB5}
Security Update for Microsoft Office 2016 (KB3085538) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{5A84393A-E440-48A1-BB99-AD1244AC0C35}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{5A84393A-E440-48A1-BB99-AD1244AC0C35}
Update for Microsoft Outlook 2016 (KB4018296) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{653BA9FD-A6AC-4782-A079-04E4FD0CE639}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{653BA9FD-A6AC-4782-A079-04E4FD0CE639}
Update for Microsoft Office 2016 (KB3115081) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{78D7B4DE-619F-4312-9707-DF354A48D110}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{78D7B4DE-619F-4312-9707-DF354A48D110}
Security Update for Microsoft Office 2016 (KB3213551) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{7AFED019-B612-489B-B369-2920C6B5A96D}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{7AFED019-B612-489B-B369-2920C6B5A96D}
Update for Microsoft Office 2016 (KB4011225) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{7C02FBD8-2EA8-4FBA-B47B-20696253BC27}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{7C02FBD8-2EA8-4FBA-B47B-20696253BC27}
Update for Microsoft Office 2016 (KB4011031) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{7CB794F9-8C52-4DD4-B9A8-17FB5E66BEA9}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{7CB794F9-8C52-4DD4-B9A8-17FB5E66BEA9}
Update for Microsoft Office 2016 (KB3118262) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{7D634991-F4C0-4761-9F90-54F69A8199EB}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{7D634991-F4C0-4761-9F90-54F69A8199EB}
Update for Microsoft Access 2016 (KB4011221) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{7F7BF234-4A49-4126-82BB-8A880E846185}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{7F7BF234-4A49-4126-82BB-8A880E846185}
Update for Microsoft Office 2016 (KB4011671) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{830268FA-EAD3-4BE1-BF80-0E5CCE01192F}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{830268FA-EAD3-4BE1-BF80-0E5CCE01192F}
Update for Microsoft Office 2016 (KB3141506) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{847C18F4-D7FD-4833-BCB3-7036953BC967}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{847C18F4-D7FD-4833-BCB3-7036953BC967}
Update for Microsoft Office 2016 (KB2920720) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{8683D594-A08C-451F-82C3-51D6FB730A6C}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{8683D594-A08C-451F-82C3-51D6FB730A6C}
Update for Microsoft Office 2016 (KB3203471) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{86B5E1DD-CAD1-455F-A21E-BA4CA4F74706}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{86B5E1DD-CAD1-455F-A21E-BA4CA4F74706}
Update for Microsoft Office 2016 (KB2910954) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{89B85BAE-5618-49A4-9C18-153202BDFC73}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{89B85BAE-5618-49A4-9C18-153202BDFC73}
Update for Microsoft Office 2016 (KB3114903) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{92281B72-2A8C-40A4-BD15-58CCDF7DEDB1}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{92281B72-2A8C-40A4-BD15-58CCDF7DEDB1}
Update for Microsoft Office 2016 (KB3118263) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{94848838-9497-4F39-8294-CFB65614776A}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{94848838-9497-4F39-8294-CFB65614776A}
Update for Microsoft Office 2016 (KB3178662) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{9E3A63D0-B0C8-455B-9E99-37F0B0CDC7FB}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{9E3A63D0-B0C8-455B-9E99-37F0B0CDC7FB}
Update for Microsoft Office 2016 (KB4011624) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{A53508FE-AB9B-4EE4-90AD-2A1EBE903011}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{A53508FE-AB9B-4EE4-90AD-2A1EBE903011}
Update for Microsoft Office 2016 (KB3191929) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{A65F3D82-7DC0-42EE-9374-AA7BA1AA586A}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{A65F3D82-7DC0-42EE-9374-AA7BA1AA586A}
Update for Microsoft Office 2016 (KB4011562) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{A6E4BACB-4E5F-40DE-904E-C089CDC2CB27}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{A6E4BACB-4E5F-40DE-904E-C089CDC2CB27}
Update for Microsoft Office 2016 (KB3115281) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{A7364D7B-4090-4536-AB7D-F80AA3A8995A}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{A7364D7B-4090-4536-AB7D-F80AA3A8995A}
Update for Microsoft Office 2016 (KB2920712) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{A73D1FF5-0819-44C7-9294-FBDD4BA2F43B}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{A73D1FF5-0819-44C7-9294-FBDD4BA2F43B}
Update for Microsoft Office 2016 (KB2920724) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{AA7A282E-E962-4C45-9A74-16C49FD88FF1}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{AA7A282E-E962-4C45-9A74-16C49FD88FF1}
Update for Microsoft Office 2016 (KB3118264) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{B2437330-4140-4B97-8041-3D337D716DC9}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{B2437330-4140-4B97-8041-3D337D716DC9}
Update for Microsoft Office 2016 (KB4011630) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{B28924F7-8261-4281-9D1B-7255C301947E}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{B28924F7-8261-4281-9D1B-7255C301947E}
Update for Microsoft Publisher 2016 (KB3178696) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{B65ED2DA-5B85-4CD8-8A15-821E8D7E78AB}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{B65ED2DA-5B85-4CD8-8A15-821E8D7E78AB}
Update for Microsoft Office 2016 (KB2920678) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{D6AE0D54-13A7-4B0D-A862-8AEF7D4796A6}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{D6AE0D54-13A7-4B0D-A862-8AEF7D4796A6}
Update for Microsoft OneNote 2016 (KB4011733) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{D9DCE570-856D-4813-80FC-17515D72E608}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{D9DCE570-856D-4813-80FC-17515D72E608}
Update for Skype for Business 2016 (KB4011725) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{E4EFE857-B051-4AB1-80A7-A0279FB2B33C}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{E4EFE857-B051-4AB1-80A7-A0279FB2B33C}
Update for Microsoft OneDrive for Business (KB3178707) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{E5C1DB83-9468-4CE0-947F-1CA99C32EAD2}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{E5C1DB83-9468-4CE0-947F-1CA99C32EAD2}
Update for Microsoft Office 2016 (KB3178666) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{F3859B93-03A6-4D24-9C59-FAF8A930DBBB}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{F3859B93-03A6-4D24-9C59-FAF8A930DBBB}
Security Update for Microsoft Office 2016 (KB4011143) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{FE1D0112-B10B-44FC-A1B4-C4FE863CB5E0}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{FE1D0112-B10B-44FC-A1B4-C4FE863CB5E0}
Security Update for Microsoft Office 2016 (KB4011574) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{FF3C4299-6B38-4207-845A-DD8AEBAE2475}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{FF3C4299-6B38-4207-845A-DD8AEBAE2475}
Update for Microsoft Office 2016 (KB4011569) 64-Bit Edition,,Microsoft,,,"""C:\Program Files\Common Files\Microsoft Shared\OFFICE16\Oarpmany.exe"" /removereleaseinpatch ""{90160000-0011-0000-1000-0000000FF1CE}"" ""{FFCB61E2-D38E-4BE0-8511-95FEE12D0683}"" ""1033"" ""0""",HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0011-0000-1000-0000000FF1CE}_Office16.PROPLUS_{FFCB61E2-D38E-4BE0-8511-95FEE12D0683}
Microsoft Access MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-0015-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0015-0409-1000-0000000FF1CE}
Microsoft Excel MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-0016-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0016-0409-1000-0000000FF1CE}
Microsoft PowerPoint MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-0018-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0018-0409-1000-0000000FF1CE}
Microsoft Publisher MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-0019-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0019-0409-1000-0000000FF1CE}
Microsoft Outlook MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-001A-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-001A-0409-1000-0000000FF1CE}
Microsoft Word MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-001B-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-001B-0409-1000-0000000FF1CE}
Microsoft Office Proofing Tools 2016 - English,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-001F-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-001F-0409-1000-0000000FF1CE}
Outils de vérification linguistique 2016 de Microsoft Office - Français,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-001F-040C-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-001F-040C-1000-0000000FF1CE}
Herramientas de corrección de Microsoft Office 2016: español,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-001F-0C0A-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-001F-0C0A-1000-0000000FF1CE}
Microsoft Office Proofing (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-002C-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-002C-0409-1000-0000000FF1CE}
Microsoft InfoPath MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-0044-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0044-0409-1000-0000000FF1CE}
Microsoft Office Shared MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-006E-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-006E-0409-1000-0000000FF1CE}
Microsoft DCF MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-0090-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-0090-0409-1000-0000000FF1CE}
Microsoft OneNote MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-00A1-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-00A1-0409-1000-0000000FF1CE}
Microsoft Groove MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-00BA-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-00BA-0409-1000-0000000FF1CE}
Microsoft Office 32-bit Components 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-00C1-0000-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-00C1-0000-1000-0000000FF1CE}
Microsoft Office Shared 32-bit MUI (English) 2016,16.0.4266.1001,Microsoft Corporation,2025-10-03,C:\Program Files\Microsoft Office\,MsiExec.exe /X{90160000-00C1-0409-1000-0000000FF1CE},HKLM,64-bit,SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-00C1-0409-1000-0000000FF1CE}
